rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,time/episodes,time/fps,train/actor_loss,train/n_updates,train/ent_coef,train/learning_rate,train/ent_coef_loss,train/critic_loss
66.88,274.23548527,34180,889,716,38,-132.03348593278363,33163,0.03203712573105639,0.00014657500000000003,0.7124995900826021,9.930274985053323
66.59,275.40070866,34361,893,720,38,-132.88086446126303,33341,0.03198505176438226,0.00014212499999999994,-0.9684530231687758,9.308378495110405
66.03,273.27013266,34548,898,724,38,-132.03651028587706,33522,0.03158991065408502,0.00013759999999999996,-5.080118446123032,10.618943010057722
64.8,265.14600893,34759,904,728,38,-130.26716745816745,33731,0.0312536946282937,0.00013237500000000003,-0.8286390338952725,9.350828647613525
63.13,269.72632451,34966,910,732,38,-131.64826202392578,33939,0.031021209328242066,0.00012717500000000004,-1.8859969984810308,9.3780116675035
62.3,270.55249305999996,35200,916,736,38,-131.14203344072615,34156,0.03101488678450031,0.00012175000000000003,4.714138552546501,10.7420021040099
61.84,269.01152039000004,35407,922,740,38,-132.2225830371563,34388,0.03134447758874068,0.00011595,-2.638332717693769,11.250944247612587
60.48,283.33306421000003,35583,927,744,38,-130.02534598492562,34568,0.031230043699132636,0.00011145000000000005,-1.0790488593121792,14.881586409629659
59.4,288.07407328,35816,933,748,38,-129.7772650088904,34771,0.03122039019780339,0.000106375,-0.4997462832702781,16.3175933046161
59.03,290.27552096,36094,940,752,38,-129.2069814881282,35049,0.031382891724803554,9.942499999999999e-05,3.2075196522385325,15.211898476330202
60.25,299.64276555000004,36425,949,756,38,-130.61577844000482,35378,0.031727435478529374,9.119999999999995e-05,1.6245349444352186,11.897183498778901
60.47,302.97763969000005,36706,957,760,38,-128.55374598848647,35677,0.031779300691424935,8.372500000000006e-05,-2.8456408701081206,11.149295288583506
60.65,304.93880387,36984,965,764,38,-128.7099234008789,35951,0.03162416726350784,7.687500000000003e-05,0.2640123029549917,11.606185226440429
61.37,306.57377217000004,37244,972,768,38,-127.00105106129365,36196,0.03157028263690425,7.074999999999998e-05,-0.22279784024930469,10.566347383985333
62.86,307.11194687000005,37579,981,772,38,-127.6742027684262,36518,0.031634632498025894,6.269999999999998e-05,0.5196757742056721,12.40962076814551
64.53,308.64537342,37922,990,776,38,-128.63862361265032,36874,0.031743427424618366,5.379999999999996e-05,-0.41003109966770984,11.941626800579972
65.97,311.86500608,38279,1000,780,38,-127.32576389312744,37207,0.03160950965248048,4.547500000000004e-05,-1.635744596272707,14.057687437534332
66.55,315.91569671,38583,1010,784,38,-126.29098727379316,37539,0.031476267923911415,3.717499999999996e-05,-2.101550731394026,12.85209396739065
66.09,315.20673181,38806,1017,788,38,-126.30745168832632,37779,0.03136201947927475,3.117499999999995e-05,-5.475733483066926,12.886283544393686
65.06,313.52758673000005,39005,1024,792,38,-124.83272116524833,37982,0.031211483197248712,2.610000000000001e-05,-5.606966094094879,11.96217157402817
64.71,316.37854502,39199,1030,796,38,-125.09579849243164,38176,0.031115151779807133,2.124999999999999e-05,-4.22034584828045,13.260561756465746
63.98,318.45909021000006,39397,1035,800,38,-124.43730008160627,38372,0.031087201813028917,1.6349999999999977e-05,-0.36731454398896957,14.159760687086317
63.13,316.54802477,39626,1041,804,38,-127.30324787996253,38589,0.031100311715688025,1.0924999999999962e-05,3.549273340069518,13.97335908850845
61.9,309.52007349,39874,1048,808,38,-128.7374762258222,38831,0.03112047402969291,4.874999999999963e-06,1.797353850257012,14.786840238878804
